# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep 24 14:02:02 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,pl_letter,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_dist,sy_vmag
K2-386 b,K2-386,b,1,1,1,7.47322300,,2.320,,,,5749.00,0.97,0.91,,18.2999964,7.0130302,428.7850000,13.2410000
K2-387 b,K2-387,b,1,1,1,28.73532700,,7.322,,,,3572.00,0.58,0.57,,19.4418282,11.3684915,266.3180000,16.1470000
K2-388 b,K2-388,b,1,1,1,6.33906900,,3.660,,,,5367.00,0.90,0.84,,352.7139342,-11.0773564,290.4950000,12.8610000
K2-389 b,K2-389,b,1,1,2,8.58404300,,2.184,,,,5782.00,1.08,0.80,,355.6304152,-9.7135814,259.2080000,11.8270000
K2-389 c,K2-389,c,1,1,2,20.85133700,,2.040,,,,5782.00,1.08,0.80,,355.6304152,-9.7135814,259.2080000,11.8270000
K2-39 b,K2-39,b,1,1,1,4.60543000,,6.277,28.60470,0.000000,,4881.00,2.97,0.66,,338.3682095,-9.0229405,307.4700000,10.8310000
K2-390 b,K2-390,b,1,1,1,3.31279200,,4.662,,,,5558.00,0.97,0.79,,355.7023860,-9.5887124,456.1220000,13.6110000
K2-391 b,K2-391,b,1,1,1,4.62265400,,1.371,,,,5543.00,0.57,0.76,,356.2260152,-7.7015151,507.9400000,12.5270000
K2-392 b,K2-392,b,1,1,1,15.39872300,,1.850,,,,5726.00,1.06,0.84,,354.6499065,-7.4788816,406.9850000,12.9220000
K2-393 b,K2-393,b,1,1,1,10.41318100,,2.352,,,,5678.00,1.07,0.88,,348.5159113,-0.0821031,265.9140000,11.8400000
K2-394 b,K2-394,b,1,1,1,5.09571700,,1.692,,,,4938.00,0.63,0.48,,71.1100020,16.5185817,98.0152000,12.7680000
K2-395 b,K2-395,b,1,1,2,4.80335200,,2.597,,,,5007.00,0.78,0.95,,70.4438684,16.6743415,286.7270000,15.1310000
K2-395 c,K2-395,c,1,1,2,8.49128200,,3.395,,,,5007.00,0.78,0.95,,70.4438684,16.6743415,286.7270000,15.1310000
K2-396 b,K2-396,b,1,1,2,0.67386200,,1.579,,,,5236.00,0.92,0.95,,74.6928607,17.2690562,274.8640000,13.3200000
K2-396 c,K2-396,c,1,1,2,25.76051000,,3.124,,,,5236.00,0.92,0.95,,74.6928607,17.2690562,274.8640000,13.3200000
K2-397 b,K2-397,b,1,1,1,3.57232600,,2.417,,,,5387.00,0.97,0.94,,79.9516586,21.2591617,199.3540000,11.8650000
K2-398 b,K2-398,b,1,1,2,6.39302500,,2.274,,,,5946.00,1.24,0.94,,161.7349738,1.9367044,606.9920000,13.2870000
K2-398 c,K2-398,c,1,1,2,18.78783900,,5.098,,,,5946.00,1.24,0.94,,161.7349738,1.9367044,606.9920000,13.2870000
K2-4 b,K2-4,b,1,1,1,10.00341700,0.078000,2.100,,0.080000,,4014.73,0.57,0.64,,174.7455392,-3.9055746,231.8280000,14.8550000
K2-400 b,K2-400,b,1,1,1,3.86505300,,1.163,,,,3578.00,0.38,0.37,,154.5110307,3.6969271,62.3804000,15.1080000
K2-401 b,K2-401,b,1,1,1,6.29309900,,2.262,,,,4213.00,0.68,0.87,,154.9876040,3.9548275,200.7270000,14.0140000
K2-402 b,K2-402,b,1,1,1,17.27474000,,2.678,,,,5716.00,1.28,0.94,,161.4519130,6.4193180,523.0550000,13.0320000
K2-403 b,K2-403,b,1,1,1,33.58997900,,5.333,,,,5511.00,0.89,0.78,,164.1893864,9.6739464,246.5990000,12.3050000
K2-404 b,K2-404,b,1,1,1,13.11536500,,2.530,,,,3748.00,0.55,0.55,,160.3249517,12.1911149,121.6300000,14.6220000
K2-405 b,K2-405,b,1,1,1,3.43547100,,4.569,,,,4927.00,0.77,1.03,,164.3759959,12.5356140,197.2340000,12.8160000
K2-406 b,K2-406,b,1,1,1,22.54940600,,4.602,,,,5784.00,0.96,0.80,,230.8872242,-25.3706149,85.3751000,9.4650000
K2-407 b,K2-407,b,1,1,2,4.94190700,,1.283,,,,5563.00,0.93,0.88,,232.5552584,-23.0067371,218.3760000,11.9690000
K2-407 c,K2-407,c,1,1,2,9.22453000,,1.360,,,,5563.00,0.93,0.88,,232.5552584,-23.0067371,218.3760000,11.9690000
K2-408 b,K2-408,b,1,1,1,20.97895900,,1.677,,,,5335.00,0.78,0.81,,227.9168555,-17.6842698,162.3060000,12.0560000
K2-409 b,K2-409,b,1,1,1,1.90808400,,2.482,,,,5742.00,1.23,0.89,,228.4551125,-16.3512966,431.0310000,12.9020000
K2-411 b,K2-411,b,1,1,1,3.21410000,0.051100,0.990,,,,5711.00,1.38,1.02,,58.0036310,19.3909877,298.2190000,12.2700000
K2-412 b,K2-412,b,1,1,1,5.93820000,0.058600,2.116,,,,5590.00,0.98,0.89,,76.2621295,21.5801620,654.0850000,15.7460000
K2-413 b,K2-413,b,1,1,2,0.80940000,0.011700,0.760,,,,4116.00,0.70,0.81,,353.4175668,-7.6120272,285.1620000,15.0130000
K2-413 c,K2-413,c,1,1,2,5.33010000,0.042600,1.233,,,,4116.00,0.70,0.81,,353.4175668,-7.6120272,285.1620000,15.0130000
K2-414 b,K2-414,b,1,1,2,4.36960000,0.048700,1.219,,,,4343.00,0.73,0.81,,351.6361913,-4.6066569,260.0360000,14.2890000
K2-414 c,K2-414,c,1,1,2,6.66900000,0.055200,1.929,,,,4343.00,0.73,0.81,,351.6361913,-4.6066569,260.0360000,14.2890000
K2-415 b,K2-415,b,1,1,1,4.01796940,0.027000,1.015,7.50000,,412,3173.00,0.20,0.16,-2.455,137.2015437,11.8622503,21.8182000,15.3300000
K2-416 b,K2-416,b,1,1,1,13.10200000,0.088000,2.660,1652.70772,,447,3746.00,0.55,0.55,-1.270,349.2211822,-5.2015032,120.3110000,14.7940000
K2-417 b,K2-417,b,1,1,1,6.53500000,0.063000,3.310,699.22250,,558,3861.00,0.58,0.57,-1.202,350.1417675,-10.0365901,94.0424000,13.9090000
K2-419 A b,K2-419 A,b,1,2,1,20.35847252,0.120800,10.550,196.00000,0.042000,377,3711.00,0.54,0.56,-1.277,135.0194934,13.2737056,268.6850000,16.5200000
K2-42 b,K2-42,b,1,1,1,6.68796000,0.061700,2.150,,,,4613.00,0.64,0.70,,176.6657559,-5.1720463,396.9130000,15.0060000
K2-43 b,K2-43,b,1,1,2,3.47114900,,4.510,,,939,3840.60,0.54,0.57,,169.1170280,-3.9754405,182.5360000,15.7480000
K2-43 c,K2-43,c,1,1,2,2.19888400,,2.420,,,1094,3840.60,0.54,0.57,,169.1170280,-3.9754405,182.5360000,15.7480000
K2-44 b,K2-44,b,1,1,1,5.65700000,0.060000,2.433,,,,5912.00,1.58,1.15,,174.0116610,-2.5209338,476.7030000,12.2700000
K2-45 b,K2-45,b,1,1,1,1.72926840,0.022400,6.710,,,,4103.00,0.45,0.50,,169.6327547,-1.7740582,495.3170000,15.7460000
K2-46 b,K2-46,b,1,1,1,19.15410000,0.138210,2.050,,,,6256.00,1.29,0.96,,174.2662454,-0.9072100,449.2370000,12.1440000
K2-47 b,K2-47,b,1,1,1,31.63720000,0.177900,1.890,,,,5054.00,0.76,0.75,,168.5825696,2.7805614,349.8810000,14.0650000
K2-48 b,K2-48,b,1,1,1,20.50650000,0.134400,2.240,,,,4899.00,0.73,0.77,,176.1233077,3.2723812,313.7640000,14.3450000
K2-49 b,K2-49,b,1,1,1,2.77065000,0.030900,1.930,,,,4175.00,0.45,0.51,,177.3202331,3.4755183,457.1250000,15.6680000
K2-5 b,K2-5,b,1,1,2,5.73594000,0.053200,1.910,,,565,3930.00,0.57,0.61,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 c,K2-5,c,1,1,2,10.93241000,0.081800,2.260,,,456,3930.00,0.57,0.61,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-50 b,K2-50,b,1,1,2,8.75290000,0.070500,1.590,,,,4326.00,0.55,0.61,,169.4836540,5.9882890,257.4430000,14.7050000
K2-52 b,K2-52,b,1,1,1,3.53505500,0.054000,18.000,,,2004,7147.00,2.19,1.69,,246.6114157,-24.9699462,1038.4100000,15.9300000
K2-53 b,K2-53,b,1,1,1,12.20772000,0.098000,2.600,,,665,5263.00,0.81,0.85,,244.1419684,-20.4005984,138.0180000,12.6340000
K2-54 b,K2-54,b,1,1,1,9.78430000,0.067100,1.150,,,,3798.00,0.38,0.42,,338.0541631,-17.5440636,174.9550000,14.5420000
K2-55 b,K2-55,b,1,1,1,2.84925800,0.034860,3.820,,,,4456.00,0.63,0.70,,333.7518786,-17.2508002,159.5220000,13.5190000
K2-57 b,K2-57,b,1,1,1,9.00630000,0.074600,2.100,,,,4434.00,0.62,0.68,,342.6918241,-14.0700007,264.2130000,14.4140000
K2-58 b,K2-58,b,1,1,3,7.05254000,0.069200,2.680,,,,5413.00,0.86,0.89,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 c,K2-58,c,1,1,3,2.53726000,0.035000,1.620,,,,5413.00,0.86,0.89,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 d,K2-58,d,1,1,3,22.88270000,0.151700,1.710,,,,5413.00,0.86,0.89,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-59 b,K2-59,b,1,1,2,20.69210000,0.135400,2.410,,,,5055.00,0.73,0.77,,338.9425500,-14.0277270,311.3130000,14.2660000
K2-59 c,K2-59,c,1,1,2,11.29540000,0.090500,2.300,,,,5055.00,0.73,0.77,,338.9425500,-14.0277270,311.3130000,14.2660000
K2-6 b,K2-6,b,1,1,1,30.94191000,0.189800,2.500,,,615,5850.00,0.96,0.97,,178.1921152,-1.1984418,316.8190000,12.6600000
K2-60 b,K2-60,b,1,1,1,3.00265000,0.045000,7.656,135.39558,0.000000,1400,5500.00,1.12,0.97,,338.6062312,-13.7318044,491.8700000,12.8570000
K2-61 b,K2-61,b,1,1,1,2.57302000,0.039200,2.480,,,,6293.00,1.36,1.21,,339.6748444,-13.5600447,405.7320000,13.1730000
K2-62 b,K2-62,b,1,1,2,6.67202000,0.063600,2.140,,,,4880.00,0.73,0.77,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 c,K2-62,c,1,1,2,16.19660000,0.114800,2.140,,,,4880.00,0.73,0.77,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-63 b,K2-63,b,1,1,2,20.25700000,0.162700,3.220,,,,6771.00,1.63,1.40,,333.4267738,-12.0663429,517.5340000,12.9800000
K2-63 c,K2-63,c,1,1,2,25.45560000,0.189000,3.900,,,,6771.00,1.63,1.40,,333.4267738,-12.0663429,517.5340000,12.9800000
K2-64 b,K2-64,b,1,1,1,6.53044000,0.061900,2.070,,,,5312.00,0.73,0.74,,332.4138478,-11.4286687,499.8910000,14.1320000
K2-65 b,K2-65,b,1,1,1,12.64750000,0.101400,1.580,,,,5213.00,0.84,0.87,,333.2125206,-10.9261373,,10.7100000
K2-66 b,K2-66,b,1,1,1,5.06963000,0.059830,2.490,21.30000,0.000000,1372,5887.00,1.67,1.11,,331.5266563,-10.7115362,513.8770000,11.7100000
K2-68 b,K2-68,b,1,1,1,8.05428000,0.070800,1.580,,,,4746.00,0.68,0.73,,334.0195539,-10.5673649,168.6520000,12.9870000
K2-69 b,K2-69,b,1,1,1,7.06599000,0.059100,2.320,,,,4127.00,0.49,0.55,,335.7596816,-10.4886817,180.6970000,16.0240000
K2-7 b,K2-7,b,1,1,1,28.67992000,0.181400,2.670,,,651,5772.00,0.96,0.97,,167.0937488,-1.0658550,738.5530000,13.4530000
K2-70 b,K2-70,b,1,1,1,13.97896000,0.111200,2.890,,,,5622.00,0.93,0.94,,338.4759328,-10.0849917,232.9640000,13.0740000
K2-71 b,K2-71,b,1,1,1,6.98541000,0.055900,2.150,,,,4006.00,0.43,0.48,,341.7248656,-9.8816109,153.1920000,16.1400000
K2-72 b,K2-72,b,1,1,4,5.57721200,0.040000,1.080,,0.110000,,3360.47,0.33,0.27,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 c,K2-72,c,1,1,4,15.18903400,0.078000,1.160,,0.110000,,3360.47,0.33,0.27,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 d,K2-72,d,1,1,4,7.76017800,0.050000,1.010,,0.110000,,3360.47,0.33,0.27,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 e,K2-72,e,1,1,4,24.15886800,0.106000,1.290,,0.110000,,3360.47,0.33,0.27,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-73 b,K2-73,b,1,1,1,7.49543000,0.076190,2.450,,,,5922.00,1.06,1.05,,335.0256620,-9.0560881,269.1830000,11.3450000
K2-74 b,K2-74,b,1,1,1,19.56660000,0.140200,2.310,,,,6060.00,0.98,0.96,,339.9192984,-8.7145697,377.8220000,12.7150000
K2-75 b,K2-75,b,1,1,2,7.81420000,0.081000,2.670,,,,5995.00,1.56,1.16,,338.8448960,-7.4698950,561.9300000,12.8030000
K2-75 c,K2-75,c,1,1,2,18.31100000,0.142900,2.770,,,,5995.00,1.56,1.16,,338.8448960,-7.4698950,561.9300000,12.8030000
K2-77 b,K2-77,b,1,1,1,8.19979600,,2.300,603.87700,0.140000,,4970.00,0.76,0.80,-0.500,55.2285210,12.5724480,141.7310000,12.2240000
K2-79 b,K2-79,b,1,1,1,10.99470000,0.098800,4.090,9.20000,0.230000,1022,5897.00,1.26,1.07,,55.2559307,13.5191871,256.0110000,12.1520000
K2-8 b,K2-8,b,1,1,2,10.35239000,0.085600,3.580,,,631,4870.00,0.74,0.78,,169.7935178,-0.2844389,403.5130000,14.8010000
K2-8 c,K2-8,c,1,1,2,5.06416000,0.053200,2.410,,,801,4870.00,0.74,0.78,,169.7935178,-0.2844389,403.5130000,14.8010000
K2-80 b,K2-80,b,1,1,3,19.09180000,0.135000,2.010,,,,5441.00,0.87,0.90,,59.0374860,13.5590288,200.8020000,12.6940000
K2-80 c,K2-80,c,1,1,3,5.60500000,0.059600,1.470,,,,5441.00,0.87,0.90,,59.0374860,13.5590288,200.8020000,12.6940000
K2-80 d,K2-80,d,1,1,3,28.86725300,,2.552,,,,5377.00,0.84,0.91,,59.0374860,13.5590288,200.8020000,12.6940000
K2-81 b,K2-81,b,1,1,1,6.10232500,0.059000,1.970,,0.060000,,4674.13,0.63,0.75,,57.4854562,14.5020556,252.3180000,14.3140000
K2-83 b,K2-83,b,1,1,2,2.74697000,0.030140,1.244,,,,3910.00,0.42,0.48,,59.9013782,15.5587994,125.5290000,14.5220000
K2-83 c,K2-83,c,1,1,2,9.99767000,0.071310,1.483,,,,3910.00,0.42,0.48,,59.9013782,15.5587994,125.5290000,14.5220000
K2-84 b,K2-84,b,1,1,2,6.42150000,0.066500,2.410,,,,5652.00,0.93,0.95,,55.8093566,16.6344396,284.8760000,13.3860000
K2-84 c,K2-84,c,1,1,2,27.86000000,0.176800,2.030,,,,5652.00,0.93,0.95,,55.8093566,16.6344396,284.8760000,13.3860000
K2-85 b,K2-85,b,1,1,1,0.68455900,,1.200,,,,4427.00,0.68,,,59.4648290,18.4649505,97.2179000,12.4160000
K2-86 b,K2-86,b,1,1,1,8.77683000,0.077000,1.960,,,,5482.00,0.76,0.79,,51.5531053,18.6355718,258.6990000,13.0410000
K2-87 b,K2-87,b,1,1,1,9.72661800,0.094000,7.600,,,979,5747.00,1.40,1.16,,66.2363638,18.8273617,491.2420000,14.1360000
K2-88 b,K2-88,b,1,1,1,4.61220000,0.034500,1.230,,,,3537.00,0.26,0.26,,54.7514566,19.1199667,110.5610000,15.5230000
K2-89 b,K2-89,b,1,1,1,1.09602600,0.014620,0.615,,,,3691.00,0.32,0.35,,57.0671234,20.4594885,86.0386000,14.1620000
K2-9 b,K2-9,b,1,1,1,18.44980000,0.091000,2.250,,,314,3390.00,0.31,0.30,-1.921,176.2637240,0.0054085,82.9631000,15.8600000
K2-90 b,K2-90,b,1,1,2,13.73331400,0.096000,2.600,,,502,4484.00,0.62,0.63,,59.1527391,22.4724517,134.1880000,13.7070000
K2-90 c,K2-90,c,1,1,2,2.90070600,0.035000,1.300,,0.190000,,4421.98,0.63,0.70,,59.1527391,22.4724517,134.1880000,13.7070000
K2-91 b,K2-91,b,1,1,1,1.41954900,0.016400,1.100,,,,3622.00,0.28,0.29,,63.2182348,24.2047218,62.5785000,15.6220000
K2-95 b,K2-95,b,1,1,1,10.13464540,0.052500,3.310,,,474,3566.00,0.40,0.41,,129.3625717,18.9766197,179.8540000,17.2360000
K2-97 b,K2-97,b,1,1,1,8.40672600,0.086000,10.610,,,1499,4717.00,4.47,1.20,,127.7628370,10.8475571,878.4300000,12.4860000
K2-98 b,K2-98,b,1,1,1,10.13644800,0.097400,5.200,,,1092,6172.00,1.57,1.20,,126.4882114,11.5110933,518.6250000,12.2160000
K2-99 b,K2-99,b,1,1,1,18.25198500,0.159700,11.730,,,1113,6217.00,2.63,1.63,,208.7737624,-5.4424943,519.2290000,11.1490000
KELT-1 b,KELT-1,b,1,1,1,1.21751400,0.024660,12.442,8654.15000,0.009900,,6518.00,1.46,1.32,0.542,0.3620995,39.3837953,268.4300000,10.6320000
KELT-10 b,KELT-10,b,1,1,1,4.16627390,0.052500,15.681,215.80657,,1377,5948.00,1.21,1.11,0.217,284.5483823,-47.0033072,188.4040000,10.6170000
KELT-11 b,KELT-11,b,1,1,1,4.73610000,,15.132,54.34893,0.000700,,5375.00,2.69,1.44,,161.7069053,-9.3993646,99.1596000,8.0400000
KELT-12 b,KELT-12,b,1,1,1,5.03162300,0.067080,19.952,301.93850,0.000000,1800,6279.00,2.37,1.59,0.892,267.6404906,36.5701761,368.0300000,10.5850000
KELT-14 b,KELT-14,b,1,1,1,1.71005660,0.030050,19.537,408.09372,0.000000,1970,5720.00,1.52,1.24,,108.3014090,-42.4097623,250.1210000,11.0010000
KELT-15 b,KELT-15,b,1,2,1,3.32944000,,19.504,416.35730,0.000000,,6003.00,1.78,2.06,,117.4149764,-52.1204471,324.6830000,11.3900000
KELT-16 b,KELT-16,b,1,2,1,0.96899510,0.020440,15.861,874.03250,0.000000,2453,6236.00,1.36,1.21,0.401,314.2685227,31.6610186,444.5860000,11.7170000
KELT-17 b,KELT-17,b,1,1,1,3.08017160,0.048810,17.094,416.35730,,2087,7454.00,1.65,1.64,0.876,125.6174070,13.7353093,226.5000000,9.2340000
KELT-18 b,KELT-18,b,1,2,1,2.87175180,0.045500,17.598,375.03940,0.000000,2085,6670.00,1.91,1.52,0.813,216.5238248,59.4442735,321.3760000,10.1600000
KELT-19 A b,KELT-19 A,b,1,2,1,4.61170930,0.063700,21.409,1293.56810,,1935,7500.00,1.83,1.62,0.978,111.5095293,7.6157759,300.2760000,9.8570000
KELT-2 A b,KELT-2 A,b,1,2,1,4.11379000,,15.132,540.31100,0.000000,,6327.00,1.93,1.54,,92.6640226,30.9571333,134.0580000,8.6800000
KELT-20 b,KELT-20,b,1,1,1,3.47410850,0.054200,19.515,1074.90106,,2262,8720.00,1.56,1.76,1.104,294.6614126,31.2192001,136.4260000,7.5900000
KELT-21 b,KELT-21,b,1,1,1,3.61276470,0.052240,17.777,1242.71530,0.000000,2051,7598.00,1.64,1.46,0.905,304.8000322,32.5810446,470.8780000,10.4840000
KELT-23 A b,KELT-23 A,b,1,2,1,2.25525100,0.033020,14.830,298.12454,0.000000,1561,5899.00,1.00,0.94,0.034,232.1466406,66.3587097,126.2610000,10.3080000
KELT-24 b,KELT-24,b,1,2,1,5.55149296,0.066500,12.711,1458.83239,0.031900,1391,6426.00,1.34,1.27,0.439,161.9090273,71.6557270,96.5173000,8.3400000
KELT-3 b,KELT-3,b,1,2,1,2.70339000,,17.486,616.59020,0.000000,,6304.00,1.70,1.96,,148.6431193,40.3879446,210.2520000,9.8160000
KELT-4 A b,KELT-4 A,b,1,3,1,2.98959320,0.043170,19.044,286.68266,0.000000,1823,6206.00,1.60,1.20,0.535,157.0626200,25.5731366,218.0500000,9.9800000
KELT-6 b,KELT-6,b,1,1,2,7.84570000,,14.572,165.27160,0.220000,,6102.00,1.73,1.42,,195.9818362,30.6401450,240.7260000,10.3710000
KELT-6 c,KELT-6,c,1,1,2,1276.00000000,2.390000,,1179.14930,0.210000,,6272.00,1.53,1.13,,195.9818362,30.6401450,240.7260000,10.3710000
KELT-7 b,KELT-7,b,1,1,1,2.73477000,,17.934,441.78370,0.000000,,6768.00,1.81,1.76,,78.2955912,33.3179532,136.6810000,8.5600000
KELT-8 b,KELT-8,b,1,1,1,3.24406000,,18.159,209.76780,0.040000,,5754.00,1.46,0.81,,283.3054489,24.1272483,197.5720000,10.8450000
KELT-9 b,KELT-9,b,1,2,1,1.48112350,0.034620,21.196,915.35040,0.000000,4050,10170.00,2.36,2.52,1.724,307.8598998,39.9389161,204.4550000,7.5500000
KIC 10001893 b,KIC 10001893,b,1,1,3,0.21970000,,,,,,27500.00,,,,287.3892308,46.9844491,1672.9400000,15.8290000
KIC 10001893 c,KIC 10001893,c,1,1,3,0.32528000,,,,,,27500.00,,,,287.3892308,46.9844491,1672.9400000,15.8290000
KIC 10001893 d,KIC 10001893,d,1,1,3,0.81161000,,,,,,27500.00,,,,287.3892308,46.9844491,1672.9400000,15.8290000
KIC 10068024 b,KIC 10068024,b,1,1,1,2.07354900,,,635.65681,,,6118.40,1.57,1.22,,288.8470423,47.0228607,721.1050000,13.1440000
KIC 10525077 b,KIC 10525077,b,1,1,1,854.08300000,,5.500,,,,6091.00,1.01,1.01,,287.3781164,47.7711541,1461.1500000,15.5920000
KIC 3526061 b,KIC 3526061,b,1,1,1,3552.00000000,5.140000,,5768.58559,0.850000,,4829.00,5.86,1.42,1.215,285.1863974,38.6111112,401.2290000,10.3720000
KIC 3558849 b,KIC 3558849,b,1,1,1,1322.30000000,,6.900,,,,6175.00,1.01,0.98,,294.9498381,38.6051867,1215.7000000,14.3200000
KIC 5437945 b,KIC 5437945,b,1,1,2,440.78130000,,6.400,,,,6340.00,1.24,1.07,,288.4749028,40.6512848,1274.0100000,13.8340000
KIC 5479689 b,KIC 5479689,b,1,1,1,1.70153100,,,158.91420,,,5459.10,0.89,0.97,,299.3254983,40.6381229,454.9500000,13.9290000
KIC 7917485 b,KIC 7917485,b,1,1,1,840.00000000,,,3750.39400,0.150000,,7067.00,,1.63,0.996,299.4346094,43.6326069,1382.8900000,13.1660000
KIC 8121913 b,KIC 8121913,b,1,1,1,3.29460100,,,667.43965,,,5975.30,2.23,1.46,,298.9677981,43.9093780,707.3030000,12.3800000
KIC 8540376 b,KOI-7892,b,1,1,3,31.80990000,,4.100,,,,6474.00,1.26,1.04,,282.3775397,44.6945690,1072.3000000,14.4110000
KIC 8540376 c,KOI-7892,c,1,1,3,75.20000000,,2.400,,,,6474.00,1.26,1.04,,282.3775397,44.6945690,1072.3000000,14.4110000
KIC 9663113 b,KIC 9663113,b,1,1,2,572.38470000,,4.600,,,,6065.00,1.03,0.98,,297.0454037,46.3286653,1594.7400000,14.0270000
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,b,1,1,1,,2.200000,,5700.00000,,,,,0.48,,268.4392500,-29.0868889,6300.0000000,
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,b,1,1,1,,2.440000,,2.32000,,,,,0.41,,266.4472500,-26.2663694,5080.0000000,
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,b,1,1,1,,0.342000,,1043.00000,,,,,0.09,,266.4177500,-26.0318000,6651.0000000,
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,b,1,1,1,,5.100000,,2200.00000,,,,,0.45,,272.6646120,-24.8577385,6600.0000000,
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,b,1,1,1,,1.080000,,1450.00000,,,,,0.04,,268.7647400,-29.5169201,6260.0000000,
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,b,1,1,1,,3.500000,,700.00000,,,,,0.49,,268.2503330,-30.0407500,7100.0000000,
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,b,1,1,1,,0.830000,,4923.00000,,,,,0.07,,268.1120000,-29.3845615,7010.0000000,
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,b,1,1,1,,2.630000,,1250.00000,,,,,0.50,,265.7156670,-27.4355611,6440.0000000,
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,b,1,1,1,,3.640000,,836.00000,,,,,0.64,,266.2125420,-23.2013806,4880.0000000,
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,b,1,1,1,,0.681000,,245.04570,,,,,0.06,,269.8230833,-26.9820000,6421.0000000,
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,b,1,1,1,,3.450000,,34.00000,,,,,0.76,,269.6496667,-28.1336694,4530.0000000,
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,b,1,1,1,,1.810000,,5.59000,,,,,0.34,,271.3852500,-28.4902806,5400.0000000,
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,b,1,1,1,,2.340000,,1166.43025,,,,,0.63,,264.7570417,-33.8080278,5080.0000000,
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,b,1,1,1,,1.380000,,5.19000,,,,,0.32,,265.4115000,-24.3739389,7090.0000000,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,b,1,1,1,,1.800000,,640.00000,,,,,0.37,,266.1709170,-25.1430306,6000.0000000,
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,b,1,1,1,,1.600000,,230.00000,,,,,0.33,,269.1058330,-33.1424694,6500.0000000,
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,b,1,1,1,,1.780000,,3.54000,,,,,0.41,,274.3221250,-25.3239389,4240.0000000,
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,b,1,1,1,,2.140000,,664.26137,,,,,0.46,,265.5898750,-26.3171500,7040.0000000,
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,b,1,1,1,,4.270000,,7.59000,,,,,1.14,,264.4694580,-27.9847000,3380.0000000,
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,b,1,1,1,,4.390000,,460.85119,,,,,0.51,,264.5166667,-28.0416250,6480.0000000,
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,b,1,1,1,,0.870000,,73.10053,,,,,0.10,,264.3270000,-27.8320611,7020.0000000,
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,b,1,1,1,,2.460000,,670.61794,,,,,0.29,,264.5600417,-27.1504111,6760.0000000,
